VTNR,0.59,11.4185,193.01
IBEX,2.29,6.2374,69.49
RES,1.27,3.5079,2.91
SUPN,1.84,15.3638,4.59
ENTG,3.59,23.4301,165.9
FWRD,5.21,7.8793,45.54
LSEA,1.58,8.1129,69.92
POWL,3.91,15.0813,0.49
FCFS,6.82,6.8969,89.94
LILA,0.82,6.4545,359.71
PANW,6.4,128.2752,133.32
LULU,13.9,21.9118,33.78
VRT,1.96,19.8527,188.17
LEGH,2.62,6.7078,1.66
PLXS,5.94,9.5182,45.72
OSIS,8.54,14.2478,54.13
AMH,0.52,22.9912,58.24
EXTR,1.99,23.7352,226.64
NTST,0.16,20.3756,40.83
DXPE,4.17,6.9255,126.61
CWH,2.25,11.1136,1411.51
ABM,3.87,9.9221,85.03
EXEL,0.96,36.2197,7.7
RLJ,0.34,11.0280,97.46
SLVM,5.62,3.8109,125.87
ESE,4.21,16.2985,18.99
WEYS,1.45,5.4168,7.2
SGC,0.76,8.8219,70.33
CHUY,1.95,15.1958,72.96
FRO,2.95,5.6089,100.08
HIBB,8.28,4.7557,103.79
AIN,4.2,12.5912,53.18
REXR,1.36,30.3316,29.61
PTVE,0.99,4.9221,320.78
PSTG,1.67,87.9593,27.77
CMPO,1.19,7.5438,0
VPG,2.57,7.2783,26.07
PECO,0.43,17.0888,76.17
ARTNA,2,15.7723,78.65
TRNS,2.03,32.3017,56.48
MMI,1.59,43.8238,14.54
LFUS,13.85,11.6248,44.87
EGLE,6.58,5.6278,86.11
CPK,5.8,12.1379,89.73
APOG,4.43,7.8345,52.17
MDXG,0.3,386.2420,63.76
BLD,19.95,10.5747,74.05
FAF,5.39,10.5292,46.84
NMRK,1.22,14.0867,161.91
SMCI,19.22,18.5881,15.69
UE,0.4,17.2646,176.62
PRAA,0.45,22.2063,225.54
HQY,2.6,26.7213,48.01
KEX,5.03,12.7750,37.72
JACK,6.85,13.4689,0
FN,8.97,17.4131,0.91
NVT,3.23,15.9960,72
PTEN,1.43,4.1088,49.09
QUAD,0.52,3.7264,469.4
LSCC,2.44,52.9115,10.54
AYI,13.23,8.7249,30.08
VVI,1.24,11.4126,249.52
SOVO,0.79,15.5350,99.39
SAFT,5,19.2273,7.15
RH,15.04,14.9224,0
MRVL,2.35,41.3587,28.51
EGRX,3.27,4.6272,28.75
UNF,7.51,12.9904,3.26
ALGT,10.65,6.1592,165.36
LGIH,12.67,16.4052,61.17
LFCR,0.22,660.8410,174.56
VSTO,5.3,5.4159,93.75
MRTN,1.27,6.6573,0.09
SON,5.48,8.1487,149.9
KMT,2.01,7.8976,48.66
IPAR,5.09,17.4842,23.89
PARR,4.28,3.6005,100.87
TRTN,9.76,8.1248,233.37
ARES,5.08,28.7335,279.77
AGR,2.35,13.9005,51.46
LOPE,7.33,11.8762,12.7
MTRN,6.7,12.8286,60.27
JOE,0.11,38.2906,91.82
ESRT,0.13,13.4760,132.74
DCO,3.32,11.8234,50.81
CMBM,1.09,9.0135,20.35
ASC,2.57,2.8707,24.26
WELL,1.07,24.5563,73.94
RHP,5.84,13.6572,424.48
CLH,8.03,11.6790,122.45
HRI,14.7,10.6891,388.02
WLDN,1.51,14.6039,64.56
ATI,2.85,13.5171,135.49
MBUU,6.95,5.2703,1.65
UTHR,20.94,7.5585,14.79
UCTT,1.9,9.0488,68.09
BALL,3.29,13.9232,261.59
AZPN,7.31,40.1020,0.69
MWA,0.65,13.6886,66.34
NATI,2.82,22.1588,52.77
VMW,8.19,26.7080,441.07
CPT,1.91,17.1422,73.92
ROG,5.8,18.3012,11.85
MPW,0.85,11.4295,123.13
REYN,1.61,13.9429,115.22
ABG,31.27,6.6582,117.66
BJ,4.08,12.0495,252.88
MGRC,5.37,16.7133,76.39
ELAN,0.91,12.0608,81.7
RM,6.21,15.1637,427.7
TMHC,7.47,4.3533,48.73
ARCH,24.91,2.6909,10.56
HEES,4.9,10.8738,344.19
CRUS,6.27,11.4317,8.75
AGTI,0.61,9.6205,124.69
AWR,2.98,17.0478,109.76
JRVR,2.39,7.5645,44.05
MPAA,1.22,11.8568,92.86
ONEW,4.64,7.0022,197.87
MSM,6.39,10.0173,34.99
VVX,2.59,10.5375,125.05
HLIO,3.71,14.9625,66.93
ORI,2.64,7.7594,25.99
SEIC,4.01,17.8933,1.34
AEL,6.79,0.5343,33.44
KN,1.19,13.0579,5.82
KW,0.6,37.7998,242.97
OHI,1.47,19.3128,138.67
FORM,1.27,59.3646,5.9
AMSWA,0.48,23.8647,0
APP,1.3,21.8097,215.2
ENSG,5.2,18.9348,135.48
NL,0.62,5.5177,0.13
GES,3.17,7.7296,237.1
CNK,1.28,10.3838,1424.45
ELME,0.09,17.1398,44.35
CVLG,4.87,7.9942,65.47
ETWO,0.26,14.0862,45.51
TWNK,1.23,15.8066,53.71
HCCI,2.51,8.9134,47.47
POR,3.04,10.1769,123.06
SIG,10.36,5.5757,57.83
ACEL,0.83,8.0257,277.46
DNUT,0.41,24.1085,102.37
MYE,1.74,8.1483,42.21
WTTR,1.36,4.8794,14.11
FLO,1.31,12.5571,93.45
LRN,3.72,8.5117,57.41
NRC,1.16,22.8847,26.29
AA,3.2,23.6976,28.4
VAL,6.8,29.4781,54.75
BAH,5.61,28.1528,306.7
FRPH,0.42,51.3659,40.14
MD,1.64,7.8360,79.14
HUN,1.99,11.3113,50.75
SNCY,1.92,6.6937,134.71
TGI,0.76,11.3117,0
WWE,3.15,23.5752,45.6
LPLA,18.04,9.9540,152.34
URBN,3.35,9.0336,56.45
DRQ,0.89,32.0533,0.69
NSSC,1.29,24.8851,4.06
CPNG,0.5,47.5057,98.13
INVH,0.78,21.1138,75.68
SGH,2.25,11.1164,277.19
KNSL,13.93,32.3806,22.47
RVTY,5.58,16.9620,57.27
HP,3.5,4.9716,20.12
AZEK,1.02,27.8263,47.73
CIEN,3.28,14.5947,54.65
GDEN,1.66,8.0043,269.12
CNTY,0.59,8.5462,268.44
AFG,11.79,8.4347,42.7
DAN,1.53,6.9019,157.13
AEIS,5.99,15.1980,41.48
SWI,0.93,12.3802,90.9
LBRDK,9.93,57.3847,45.48
MEI,2.75,8.6325,35.26
WT,0.42,21.0335,46.5
TBI,1.13,8.6739,14.24
SLAB,3.72,26.2449,6.36
INFN,0.36,20.8873,443.85
DOX,6.56,11.7738,21.82
CIVI,14.41,3.6136,61.24
RDNT,0.53,18.1533,204.03
MTDR,8.95,5.1958,61.23
EAT,3.8,10.5397,0
MGNI,0.75,19.0332,110.19
DLB,3.77,20.7833,2.1
CSTM,2.32,11.3495,251.61
VOYA,9.22,13.0401,71.08
RMBS,2.12,44.1363,3.31
ROCK,4.64,12.4348,3.33
PODD,2.24,100.5018,252.36
TCMD,0.41,26.4914,43.8
RGLD,4.33,15.9111,14.27
CAKE,3.27,16.6018,564.61
LNW,2.84,11.7878,319.92
VGR,1.33,7.1856,0
WLY,2.93,9.1725,108.88
GT,1.33,9.3530,186.5
CTLP,0.16,171.0809,26.59
FC,1.84,15.9881,23.34
CLW,5.52,4.9222,94.32
WIRE,18.6,2.9191,0
RGR,3.88,7.5904,1.02
VSAT,1.8,24.7274,129.93
COLD,0.32,27.2034,106.21
HLNE,4.64,16.3032,45.67
SIGI,7.61,15.2533,18.85
GRBK,6.75,6.9296,28.71
MTCH,2.46,16.4246,0
MCS,0.33,9.9481,86.3
YETI,2.76,29.9531,26.62
ANDE,3.54,7.4348,51.53
DOCS,0.88,25.4726,1.58
CLAR,0.83,11.4156,49.86
COCO,0.8,37.1452,0.02
FTDR,1.9,11.2176,473.28
JBI,1.04,7.9848,158.43
OLN,5.81,5.1785,124.22
OXM,10.98,6.6640,53.69
NX,2.38,7.0330,29.7
TRGP,6.74,8.8669,273.96
KFY,4.46,5.6545,34.22
CCS,9.21,7.5296,54.99
FCPT,1.11,18.3120,80.99
CSGP,1.45,60.5122,15.47
NWPX,2.75,8.3666,54.26
DHT,1.55,5.6265,36.58
AORT,0.08,42.8744,125.9
SQSP,0.6,45.4116,0
SD,1.09,2.6517,0
GCO,4.44,11.1520,126.14
NGVT,5.13,7.7355,223.12
COLL,2.93,5.4918,379.65
GOLF,3.03,12.9398,72.29
ENV,2.71,41.5080,138.3
FL,2.15,8.2474,93.44
GIII,3.27,6.0460,57.73
CPSI,2.26,9.4659,65.18
GTN,4.41,6.4566,232.25
HAYW,0.74,17.8320,92.17
CNA,4.89,8.3078,36.4
KRUS,0.52,130.3012,68.53
LCII,9.37,15.3288,87.28
BWXT,3.15,21.9371,158.85
ICFI,7.02,17.9108,94.58
RNG,3.5,511.0781,0
METC,1.36,3.9049,46.88
OIS,0.49,8.9271,23.29
LQDT,0.99,13.4481,7.3
ACGL,7.34,11.4152,18.62
GATX,7.1,14.7351,323.54
JBSS,4.76,11.2650,4.98
SUI,2.69,18.8737,100.01
RMAX,1.52,2.7163,2037.52
CNO,3.01,9.5897,199.43
X,2.15,3.3633,40.57
GHC,59.5,6.0203,29.93
DIOD,5.8,7.0932,7.41
AVTR,1.23,14.3449,117.42
KOP,4.62,7.5059,216.91
INGR,9.59,8.0837,71.71
SGRY,1.01,16.2411,87.6
GDYN,0.41,210.3786,3.23
IGT,2.05,8.5302,319.05
EE,1.04,6.6752,49.46
SHLS,0.88,33.6692,40.47
RPRX,3.89,20.2990,72.62
TPL,71.54,26.6874,0.2
LTC,1.91,15.9569,110.91
MTSI,2.74,30.5763,70.25
ARMK,2.37,13.5525,225.34
XHR,0.21,10.1177,100.52
RUSHA,3.1,6.2216,85.51
TMST,1.95,11.3263,3.47
MKL,97.64,5.4454,25.94
XPEL,2.74,29.3583,19.03
NSP,5.8,13.0422,321.4
R,11.91,4.4115,236.01
LZB,3.15,6.4569,46.97
AOSL,1.92,11.6411,8.91
CMC,6.16,5.0790,33.09
PGNY,0.78,68.5870,4.17
STC,4.38,10.0365,43.31
CALX,1.66,41.3048,1.81
PR,2.16,4.7376,36.1
UTL,2.91,9.0926,130.15
THRY,0.9,4.7396,109.48
DAR,6.03,13.4132,106.6
TECH,2.33,34.7407,23.14
SHC,0.89,13.6265,555.67
CUZ,0.46,12.2184,53.8
FWONK,1.1,33.1000,42.42
LANC,6.83,20.4943,3.48
PUBM,0.17,15.9102,8.38
FLS,2.4,15.6436,76.99
TRN,1.86,15.6314,475.85
STRL,4.7,10.9460,78.53
AVNW,3.81,11.1592,1.25
SCI,3.79,11.9959,274.32
WLK,10.16,6.8633,50.04
DV,0.5,51.8826,9.56
SITC,0.11,13.2564,88.67
TTC,5.29,12.7796,79.91
SITE,4.58,20.4912,57.71
CASY,12.47,11.2578,66.87
CCCS,0.34,47.7686,41.1
CSGS,3.81,11.2585,125.17
ARIS,1.07,7.6644,64.71
WGO,7.57,5.4375,46.53
PBF,6.69,2.1450,36.23
ATGE,4.75,7.8734,61.49
FOR,3.51,8.4194,55.12
MDU,1.35,6.8481,98.57
HXL,2.59,20.0022,46.76
WOR,5.49,11.6538,43.87
PRLB,1.24,11.8076,2.98
WDFC,5.57,30.3964,70.11
THRM,3.45,14.9234,36.42
LECO,9.73,16.2930,97.25
MTH,20.1,4.6320,27.78
UHAL,4.86,7.2314,93.63
FLL,0.59,58.3709,611.27
TGNA,3.98,5.7123,107.63
MED,7.6,4.0150,12.76
SEAT,0.34,13.1119,56.62
PLTK,0.87,7.3086,0
CRS,4.76,15.7420,53.41
TTGT,1.75,19.8708,237
PCTY,6.9,58.0225,8.34
POST,4.92,11.8454,156.47
AGYS,1.25,113.6765,19.73
MP,0.78,17.7426,50.84
SWBI,1,6.0235,16.04
DRVN,1.14,12.3013,236.44
MEDP,9.69,24.7181,54.82
CPRX,2.19,8.4671,0.99
TOL,11.64,5.4965,44.33
CNXN,3.57,10.4925,0.81
TTEC,2.82,7.7102,162.11
WSC,2.3,17.1811,228.35
EYE,0.59,14.0884,112.08
FLWS,0.51,7.9433,69.83
MODV,7.07,10.3876,712.16
AM,0.95,11.6180,153.58
GPK,2.87,6.7427,224.86
EIG,3.56,6.0609,11.71
OFC,1.15,15.3589,122.88
VITL,0.54,12.3887,5.23
OLED,5,23.6442,2.31
AMPS,0.17,29.4697,213.07
ASO,7.93,6.5802,101.3
SWX,3.1,9.8118,156.17
ZD,6.97,7.6288,53.7
ACLS,8.03,25.7460,10.39
AVAV,2.98,35.0329,29.55
MSGS,2.57,60.5295,0
SNBR,2.15,12.2266,0
UNIT,0.41,7.7237,0
CTRE,1.03,16.6700,107.63
CALM,1.6,1.6294,0.11
CCRN,2.13,4.4401,7.96
CHX,2.35,10.6778,39.75
EVCM,0.5,28.4795,62.32
SWAV,4.4,51.0583,9.57
ALTR,1.15,696.1903,54.4
TRU,4.26,17.7595,125.37
INSW,10.41,3.6158,60.86
SSP,2.19,7.4335,215.93
MANH,3.51,66.2406,7.3
PARAA,1.32,10.8228,77.36
AGO,4.9,10.1771,34.28
DTM,3.93,12.7428,76.47
BC,10.25,6.6873,124.47
LAUR,1.2,7.0944,63.73
CVGW,1.61,32.8319,39.6
LII,18.17,19.0933,2878.28
LXP,0.01,18.8357,64.95
TTEK,5.87,21.6288,79.29
EPAC,1.35,12.2132,69.71
CRAI,6.24,13.3681,95.83
ACI,2.82,6.7183,726.58
WBD,0.36,11.7929,101.08
ENS,8.85,11.6864,55.77
CAR,25.79,8.6525,0
ROIC,0.32,16.0828,101.41
AKR,0.09,24.7470,82.06
SR,4.33,11.0263,154.05
AMRK,4.9,7.6266,115.3
RYI,3.21,6.6908,85.31
PRFT,4.37,13.7564,89.11
CPE,8.23,2.7894,64.02
MRC,1.4,7.6052,75.19
JLL,15.1,10.9963,67.93
FSS,2.83,15.8059,47.18
SPLK,4.39,209.2367,0
UBER,1.06,353.9418,113.8
MCFT,2.54,2.4253,27.94
MGPI,6,16.4767,41.96
PLMR,3.89,15.9870,17.26
OII,1.5,10.6807,173.91
KFRC,3.5,11.0060,20.93
CBT,6.57,8.0975,97.63
FICO,24.02,38.5437,0
WTM,55,20.1706,13.72
HELE,10.26,12.0529,58.04
PBH,4.66,10.8258,90.21
SAMG,1.81,7.0643,26.59
VICR,1.44,42.1409,1.75
MLAB,1.34,19.7652,47.65
APPS,0.95,12.5940,67.76
DFIN,3.32,12.3012,70.35
NTCT,2.31,10.5094,7.79
SSRM,0.94,15.2990,8.01
NVEE,5.93,16.4420,36
FHI,3.62,7.3871,36.92
PTLO,0.41,25.5550,121.37
GNL,1.45,13.9521,188.16
VREX,1.47,10.2087,86.24
IIIV,1.83,17.8237,129.56
ARKO,0.32,12.0325,672.56
CCSI,5.39,8.1365,0
GNK,2.16,4.5389,16.07
CIX,1.61,7.2681,0
ATEN,0.94,16.2997,9.93
BURL,7.45,19.8709,552.51
DXLG,0.43,5.5329,99.69
ASTE,3.38,14.5275,11.38
ETRN,0.96,11.5339,329.12
ALRM,1.96,33.5441,78.8
GOGO,0.59,13.8767,7410.87
SWN,1.12,1.6469,64.74
ARW,15,5.6228,73.59
IRDM,0.31,21.0795,149.57
KWR,8.56,13.5637,68.82
SPWH,0.46,13.4966,207.19
ADUS,4.73,15.0731,20
MCW,0.36,15.0376,202.22
MXL,1.39,9.1086,21.67
FND,3.03,20.3798,89.96
CDAY,1.65,76.2055,55.77
ITRI,2.73,23.1721,39.84
NPK,0.87,11.7241,3.2
HOV,0.72,6.9497,260.43
THS,2.92,12.3957,101.87
VEEV,5.52,74.0746,1.41
ATRO,0.77,193.4199,90.44
CNX,2.17,1.9602,58.7
MASI,3.9,22.7069,75.32
IRMD,1.63,31.6511,3.26
INST,0.95,26.8043,39.88
SEAS,4.75,7.9764,0
AN,21.28,7.0613,346.3
DLX,3.31,7.5563,282.82
ACIW,1.38,17.2822,95.38
HMN,3.24,65.9229,45.22
BRKR,2.88,17.8585,99.91
SRC,1.48,14.0073,84.1
EZPW,0.87,6.6636,83.38
PTSI,2.2,4.0641,74.3
WTS,7.98,15.3679,6.93
SHYF,1.01,8.9036,40.41
SMG,3.21,13.5137,2502.67
SSD,8.66,12.2752,39.86
UEIC,0.94,9.2215,47.18
ATKR,16.47,5.8446,61.18
XRX,1.75,9.3333,91.79
CDRE,1.08,14.1117,82.91
NWN,2.78,8.7802,133.52
VRTV,17.6,6.3033,59.95
NABL,0.37,34.9150,55.68
CCK,7.2,12.1777,274.84
CNHI,1.8,11.8868,329.93
SPWR,0.23,67.7896,84.47
HTZ,2.13,14.8662,656.64
GPI,40.46,6.3925,145.28
DDS,30.76,4.4994,32.28
HAIN,0.64,12.5689,91.29
PRDO,2,3.1631,3.79
PLUS,5.72,9.5048,32.43
CC,4.67,21.8457,478.76
VICI,2.56,16.7162,72.46
KNTK,2.67,20.0751,157.71
PRM,0.27,7.5004,67.45
SCVL,3.44,6.2074,65.64
SNPO,0.7,15.2328,78.54
AMN,6.83,7.0723,140.01
MLI,5.5,3.8677,1.52
ENR,3.38,10.8912,2094.13
GRC,1.63,13.0204,125.65
COTY,0.56,15.0893,108.02
OVV,7.83,3.8007,76.09
OC,13.78,6.6676,64.42
GFS,2.69,10.9006,26.32
ADNT,3.69,7.6051,109.8
NCR,3.71,8.2044,315.2
NXST,27.79,6.7329,280.26
MITK,1.18,16.5697,71.03
SPTN,2.47,8.3903,108.41
EXP,15.25,10.0210,95.81
IIPR,5.63,11.4050,15.46
PINC,2.37,5.9771,19.35
STKL,0.11,13.6372,133.44
CODI,2.12,10.9862,137.33
ETD,3.4,4.9544,27.8
LXFR,1.1,9.6363,52.93
NXT,2.12,29.3788,26.44
STER,1.34,16.5560,70.57
UMH,0.08,22.8081,114.48
AEO,1.16,9.4246,82.69
TPB,2.52,8.3584,302.77
FLR,2.64,26.4350,50.56
ESTE,3.89,3.1222,41.26
STKS,0.66,13.4061,278.37
ALSN,7.29,7.4052,238.73
PAG,15.93,11.3424,165.96
M,2.81,4.7988,141.85
JELD,1.66,7.7318,232.54
FR,1.39,23.1240,86.05
ACMR,1.21,11.2200,9.71
CRI,6.3,9.4791,136.16
EMBC,2.02,7.4322,0
HLF,3.49,6.5510,0
SIGA,1.18,6.9822,1.44
NHC,0.43,12.4099,12.34
SCCO,4.26,12.6149,88.75
VRNT,2.85,17.1568,35.09
PNTG,0.85,21.5349,241.49
PWSC,0.97,42.3266,43.16
GMED,2.6,15.0493,0
AVO,0.7,19.3245,53.32
CNMD,4.41,27.6785,133.44
SKYT,0.22,20.9201,161.01
APG,1.82,16.2556,93.2
ZEUS,3.24,8.1383,51.23
SLCA,1.64,4.1915,121.31
RCM,0.27,19.6533,67.91
MSGE,1.31,14.7115,0
MAT,1.48,16.1962,134.96
BLDR,12.09,7.2554,96.35
CAL,4.64,7.3695,171.11
TITN,4.97,7.0148,124.97
AWI,5.41,12.6455,123.42
KRG,0.11,18.7168,80.32
OI,3.11,5.9201,234.25
ESI,1.51,15.6936,87.98
EQT,4.34,2.9419,38.78
ICHR,1.3,13.4233,57.56
CHRD,26.19,2.7635,8.84
ZIMV,0.77,9.9805,75.5
JBT,4.84,14.9384,103.18
CMRE,2.88,5.4131,117.88
HRMY,3.3,11.8128,39.93
SKWD,2.3,9.7827,24.61
RMR,1.79,2.4512,7.16
WRLD,11.83,12.5981,168.16
VSEC,3.52,13.0750,83.71
MMSI,3.2,20.6257,33.82
ORA,2.66,16.1527,84.58
VRRM,1.17,12.4459,253.2
PRMW,0.95,10.0813,137.91
UTZ,0.63,28.1007,74.05
TH,1.02,5.3979,78.72
OEC,2.73,6.5716,208.19
IRWD,0.74,7.8487,0
AVA,2.49,11.6558,121.74
ECPG,7.66,14.6598,262.37
WOW,0.22,8.5914,220.64
LTHM,2.46,7.7636,15.11
COHR,2.76,10.7673,62.36
EQH,6.44,4.6973,92.07
SBH,2.09,5.8920,346.62
OSW,0.72,19.5342,46.36
ELF,2.72,59.5391,16.89
CIR,2.87,12.4525,357.97
LCUT,0.95,9.0683,138.72
MPX,1.3,6.7548,0
RICK,5.5,10.0891,100.45
RLI,5.37,6.6235,15.72
MIDD,10.59,12.1351,91.97
MAN,6.88,7.4262,57.69
SBOW,15.41,2.3360,80.43
LAD,37.69,9.1485,171.39
CROX,13.1,7.8828,192.42
KOS,1.06,7.2452,262.6
FCN,8.07,17.3167,33.14
WWD,4.82,23.5328,37.23
AIRS,0.2,55.2541,137.99
TG,1.11,14.2631,84.72
SAFE,1.55,21.8499,177.59
KRC,1.46,13.3216,80.06
LSXMK,3.24,9.3080,105.12
REVG,1.29,11.1718,58.92
WTW,15.87,11.7264,62.68
OMI,2.06,10.6432,294.08
HZO,4.57,5.9983,119.17
CSWI,7.91,17.5944,47.32
ALEX,1.07,18.5139,49.53
VZIO,0.24,35.4735,3.34
RS,19.24,7.2121,17.91
PLOW,2.42,12.7249,125.02
NWE,3.57,11.7878,99.32
MLKN,2.27,8.0803,121.56
NYT,1.57,19.9055,0
YELP,1.64,27.5732,14.96
MDC,5.68,5.2033,50.94
DK,0.95,10.6627,310.18
LBRDA,7.99,57.3258,45.48
KMPR,3.94,158.4333,57.71
ARRY,1.45,17.7308,123.48
PRVA,0.29,162.9433,1.7
QGEN,2.2,18.3229,53.6
WERN,3.04,6.5095,44.35
DOCN,1.75,35.3494,0
ANIP,4.29,16.1763,66.94
PDFS,0.96,91.1399,3.03
USNA,3.68,7.5419,0
VHI,2.66,13.8824,44.84
LIVN,3.13,36.6780,50.31
THRN,0.61,30.0875,48.13
AROC,0.83,10.4427,193.18
KBR,3.62,16.8953,120.93
PPC,2.16,10.2808,129.78
TGH,5.16,9.6701,265.22
MTX,5.99,7.6773,62.76
